,Sales_id,Category,Brand,MRP,Selling price,Discount in %
26964,2,Watches,giordano,10950.0,3285.0,70.0
26965,3,Watches,fastrack,2638.2167045910855,2195.0,44.84758845312988
26966,4,Watches,casio,3095.0,2785.0,10.0
26967,5,Watches,daniel wellington,14799.0,7399.0,50.0
26968,6,Watches,giordano,9590.0,3836.0,60.0
26969,7,Watches,fastrack,2638.2167045910855,2450.0,44.84758845312988
26970,8,Watches,skagen,9995.0,4997.0,50.0
26971,9,Watches,tommy hilfiger,2638.2167045910855,13495.0,44.84758845312988
26972,10,Watches,michael kors,18495.0,12946.0,30.0
26973,11,Watches,fossil,2638.2167045910855,11995.0,44.84758845312988
26974,12,Watches,armani exchange,2638.2167045910855,9995.0,44.84758845312988
26975,13,Watches,giordano,11990.0,4796.0,60.0
26976,14,Watches,tommy hilfiger,2638.2167045910855,13495.0,44.84758845312988
26977,15,Watches,giordano,9750.0,2925.0,70.0
26978,16,Watches,giordano,8790.0,2637.0,70.0
26979,17,Watches,guess,2638.2167045910855,12900.0,44.84758845312988
26980,18,Watches,casio,3295.0,2636.0,20.0
26981,19,Watches,titan,8295.0,4147.0,50.0
26982,20,Watches,armani exchange,2638.2167045910855,15495.0,44.84758845312988
26983,21,Watches,casio,10495.0,7346.0,30.0
26985,23,Watches,lamex,2638.2167045910855,1499.0,44.84758845312988
26986,24,Watches,united colors of benetton,2995.0,1797.0,40.0
26987,25,Watches,titan,2638.2167045910855,4995.0,44.84758845312988
26988,0,Watches,michael kors,2638.2167045910855,19995.0,44.84758845312988
26989,1,Watches,anne klein,2638.2167045910855,10750.0,44.84758845312988
26990,2,Watches,guess,17995.0,12596.0,30.0
26991,3,Watches,kenneth cole,2638.2167045910855,10000.0,44.84758845312988
26992,4,Watches,tommy hilfiger,10500.0,7350.0,30.0
26993,5,Watches,titan,2638.2167045910855,4495.0,44.84758845312988
26994,6,Watches,fastrack,2638.2167045910855,2950.0,44.84758845312988
26995,7,Watches,timex,4495.0,2697.0,40.0
26996,8,Watches,casio,7195.0,5756.0,20.0
26997,9,Watches,tommy hilfiger,6500.0,5200.0,20.0
26998,10,Watches,fastrack,2638.2167045910855,3250.0,44.84758845312988
26999,11,Watches,fossil,2638.2167045910855,24995.0,44.84758845312988
27000,12,Watches,titan,2638.2167045910855,5495.0,44.84758845312988
27001,13,Watches,fastrack,2638.2167045910855,2595.0,44.84758845312988
27002,14,Watches,casio,4395.0,3955.0,10.0
27003,15,Watches,emporio armani,19795.0,13856.0,30.0
27004,16,Watches,skagen,13495.0,9446.0,30.0
27005,17,Watches,giordano,9590.0,3836.0,60.0
27006,18,Watches,michael kors,16995.0,13596.0,20.0
27007,19,Watches,guess,2638.2167045910855,15995.0,44.84758845312988
27008,20,Watches,giordano,9250.0,2775.0,70.0
27009,21,Watches,michael kors,19995.0,15996.0,20.0
27011,23,Watches,tommy hilfiger,11995.0,8396.0,30.0
27012,24,Watches,fastrack,2638.2167045910855,1395.0,44.84758845312988
27013,25,Watches,coach,17500.0,8750.0,50.0
27014,0,Watches,michael kors,2638.2167045910855,18495.0,44.84758845312988
27015,1,Watches,fossil,13995.0,8397.0,40.0
27016,2,Watches,fastrack,2638.2167045910855,2195.0,44.84758845312988
27017,3,Watches,giordano,9750.0,2925.0,70.0
27018,4,Watches,armani exchange,10995.0,8796.0,20.0
27019,5,Watches,michael kors,2638.2167045910855,25995.0,44.84758845312988
27020,6,Watches,fossil,2638.2167045910855,12495.0,44.84758845312988
27021,7,Watches,amazfit,2638.2167045910855,13999.0,44.84758845312988
27022,8,Watches,fastrack wearables,7995.0,5995.0,25.0
27023,9,Watches,giordano,8990.0,4495.0,50.0
27024,10,Watches,tommy hilfiger,2638.2167045910855,9995.0,44.84758845312988
27025,11,Watches,esprit,7500.0,5625.0,25.0
27026,12,Watches,casio,9995.0,6996.0,30.0
27027,13,Watches,tommy hilfiger,2638.2167045910855,13495.0,44.84758845312988
27028,14,Watches,fastrack,2638.2167045910855,1195.0,44.84758845312988
27029,15,Watches,titan,2638.2167045910855,6695.0,44.84758845312988
27030,16,Watches,giordano,11990.0,4796.0,60.0
27031,17,Watches,amazfit,2638.2167045910855,13999.0,44.84758845312988
27032,18,Watches,titan,8295.0,4977.0,40.0
27033,19,Watches,giordano,4290.0,2145.0,50.0
27034,20,Watches,fossil,2638.2167045910855,6995.0,44.84758845312988
27035,21,Watches,skagen,2638.2167045910855,8995.0,44.84758845312988
27037,23,Watches,casio,11995.0,8396.0,30.0
27038,24,Watches,armani exchange,2638.2167045910855,10995.0,44.84758845312988
27039,25,Watches,skagen,10995.0,7696.0,30.0
27040,0,Watches,michael kors,2638.2167045910855,29995.0,44.84758845312988
27041,1,Watches,titan,2638.2167045910855,6495.0,44.84758845312988
27042,2,Watches,michael kors,19995.0,15996.0,20.0
27043,3,Watches,michael kors,2638.2167045910855,21995.0,44.84758845312988
27044,4,Watches,michael kors,2638.2167045910855,24495.0,44.84758845312988
27045,5,Watches,fossil,2638.2167045910855,6995.0,44.84758845312988
27046,6,Watches,helix,2495.0,1497.0,40.0
27047,7,Watches,fossil,2638.2167045910855,14995.0,44.84758845312988
27048,8,Watches,guess,2638.2167045910855,13500.0,44.84758845312988
27049,9,Watches,titan,2638.2167045910855,8295.0,44.84758845312988
27050,10,Watches,michael kors,14495.0,11596.0,20.0
27051,11,Watches,titan,8295.0,4147.0,50.0
27052,12,Watches,casio,3795.0,3415.0,10.0
27053,13,Watches,fastrack,2638.2167045910855,2095.0,44.84758845312988
27054,14,Watches,giordano,8950.0,2685.0,70.0
27055,15,Watches,titan,2638.2167045910855,6695.0,44.84758845312988
27056,16,Watches,titan,2638.2167045910855,2445.0,44.84758845312988
27057,17,Watches,giordano,6950.0,3475.0,50.0
27058,18,Watches,fossil,2638.2167045910855,12495.0,44.84758845312988
27059,19,Watches,giordano,8990.0,6293.0,30.0
27060,20,Watches,anne klein,2638.2167045910855,9499.0,44.84758845312988
27061,21,Watches,giordano,9990.0,3996.0,60.0
27063,23,Watches,giordano,11590.0,3477.0,70.0
27064,24,Watches,michael kors,2638.2167045910855,16995.0,44.84758845312988
27065,25,Watches,elle,6995.0,3497.0,50.0
27066,0,Watches,casio,7695.0,5386.0,30.0
27067,1,Watches,michael kors,18495.0,12946.0,30.0
27068,2,Watches,fossil,9495.0,7596.0,20.0
27069,3,Watches,emporio armani,21995.0,13197.0,40.0
27070,4,Watches,tommy hilfiger,10500.0,6300.0,40.0
27071,5,Watches,tommy hilfiger,2638.2167045910855,10995.0,44.84758845312988
27072,6,Watches,skagen,14495.0,10146.0,30.0
27073,7,Watches,titan,2638.2167045910855,12195.0,44.84758845312988
27074,8,Watches,casio,3295.0,2636.0,20.0
27075,9,Watches,fastrack,2638.2167045910855,3495.0,44.84758845312988
27076,10,Watches,casio,4195.0,2936.0,30.0
27077,11,Watches,giordano,4790.0,2395.0,50.0
27078,12,Watches,just cavalli,24900.0,22410.0,10.0
27079,13,Watches,ted baker,16495.0,9897.0,40.0
27080,14,Watches,emporio armani,29995.0,20996.0,30.0
27081,15,Watches,casio,3995.0,3595.0,10.0
27082,16,Watches,michael kors,2638.2167045910855,27995.0,44.84758845312988
27083,17,Watches,michael kors,2638.2167045910855,19995.0,44.84758845312988
27084,18,Watches,just cavalli,24900.0,22410.0,10.0
27085,19,Watches,fossil,16995.0,13596.0,20.0
27086,20,Watches,tommy hilfiger,2638.2167045910855,12500.0,44.84758845312988
27087,21,Watches,michael kors,2638.2167045910855,14495.0,44.84758845312988
27089,23,Watches,casio,5295.0,4765.0,10.0
27090,24,Watches,fastrack,2638.2167045910855,1450.0,44.84758845312988
27091,25,Watches,tommy hilfiger,2638.2167045910855,10750.0,44.84758845312988
27092,0,Watches,fossil,8995.0,5397.0,40.0
27093,1,Watches,fastrack,2638.2167045910855,1750.0,44.84758845312988
27094,2,Watches,guess,9695.0,8240.0,15.0
27095,3,Watches,fossil,10195.0,6117.0,40.0
27096,4,Watches,fossil,11995.0,9596.0,20.0
27097,5,Watches,daniel wellington,2638.2167045910855,15499.0,44.84758845312988
27098,6,Watches,fossil,2638.2167045910855,12495.0,44.84758845312988
27099,7,Watches,tommy hilfiger,11500.0,6900.0,40.0
27100,8,Watches,titan,4495.0,2697.0,40.0
27101,9,Watches,fossil,8995.0,7196.0,20.0
27102,10,Watches,casio,4995.0,3996.0,20.0
27103,11,Watches,tommy hilfiger,12995.0,7797.0,40.0
27104,12,Watches,versus,17995.0,14396.0,20.0
27105,13,Watches,fossil,2638.2167045910855,9995.0,44.84758845312988
27106,14,Watches,michael kors,2638.2167045910855,19995.0,44.84758845312988
27107,15,Watches,giordano,10790.0,4316.0,60.0
